district,address,description,landlord,total rent,area,number of rooms,balcony,built-in kitchen,basement,garden,elevator,stepless,guest toilet,flat share possible
Moabit,"Birkenstraße 47, Moabit, Berlin",Wohnungstausch: Birkenstraße 47,Wohnungsswap.de,1080,84,3,0,0,0,0,0,,0,0
Schöneberg,"Hauptstraße 137, Schöneberg, Berlin",Wohnungstausch: Hauptstraße 137,Wohnungsswap.de,710,53,2,0,0,0,0,0,,0,0
Schöneberg,"Belziger Str. 41, Schöneberg, Berlin",Wohnungstausch: Belziger Str. 41,Wohnungsswap.de,900,94,3,0,0,0,0,0,,0,0
Friedrichshain,"Andreasstraße 20, Friedrichshain, Berlin",Wohnungstausch: Andreasstraße 20,Wohnungsswap.de,1440,70,3,0,0,0,0,0,,0,0
Kreuzberg,"Brandesstraße 1, Kreuzberg, Berlin",Wohnungstausch: Brandesstraße 1,Wohnungsswap.de,440,44,1,0,0,0,1,0,,0,0
Kreuzberg,"Spreewaldplatz 10, Kreuzberg, Berlin",Wohnungstausch: Spreewaldplatz 10,Wohnungsswap.de,550,52,2,0,0,0,1,0,,0,0
Siemensstadt,"Natalissteig 18, Siemensstadt, Berlin",Wohnungstausch: Natalissteig 18,Wohnungsswap.de,780,65,2,0,0,0,0,0,,0,0
Friedrichsfelde,"Dolgenseestraße 9, Friedrichsfelde, Berlin",Wohnungstausch: Dolgenseestraße 9,Wohnungsswap.de,570,41,1,0,0,0,0,0,,0,0
Grunewald,"Grunewald, Berlin","Helle großzügig geschnittene 4,5-Zimmer-Maisonette-Wohnung in Grunewald",Private offer,4200,173,4,1,0,0,0,0,,0,0
Charlottenburg,"Marie-Elisabeth-Lüders-Straße 4, Charlottenburg, Berlin",Wohnungstausch: Marie-Elisabeth-Lüders-Straße 4,Wohnungsswap.de,550,44,1,0,0,0,1,0,,0,0
Prenzlauer Berg,"Paul-Robeson-Straße 11, Prenzlauer Berg, Berlin",Wohnungstausch: Paul-Robeson-Straße 11,Wohnungsswap.de,410,34,1,0,0,0,0,0,,0,0
Mitte,"Spandauer Str. 2, Mitte (Ortsteil), Berlin",Wohnungstausch: Spandauer Str. 2,Wohnungsswap.de,760,70,3,0,0,0,0,0,,0,0
Köpenick,"Müggelheimer Straße 49, Köpenick, Berlin",Wohnungstausch: Müggelheimer Straße 49,Wohnungsswap.de,570,49,2,0,0,0,0,0,,0,0
Friedrichshain,"Gabriel-Max-Straße 21, Friedrichshain, Berlin",Wohnungstausch: Gabriel-Max-Straße 21,Wohnungsswap.de,990,57,2,0,0,0,0,0,,0,0
Schöneberg,"Barbarossastraße 55, Schöneberg, Berlin",Wohnungstausch: Barbarossastraße 55,Wohnungsswap.de,1080,73,4,0,0,0,0,0,,0,0
Mitte,"Gartenstraße 101, Mitte (Ortsteil), Berlin",Wohnungstausch: Gartenstraße 101,Wohnungsswap.de,1350,80,2,0,0,0,0,0,,0,0
Falkenhagener Feld,"Ederkopfweg 11, Falkenhagener Feld, Berlin",Wohnungstausch: Ederkopfweg 11,Wohnungsswap.de,980,79,3,0,0,0,0,0,,0,0
Weißensee,"Goethestraße 51, Weißensee, Berlin",Wohnungstausch: Goethestraße 51,Wohnungsswap.de,570,48,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Stargarder Straße 45, Prenzlauer Berg, Berlin",Wohnungstausch: Stargarder Straße 45,Wohnungsswap.de,1330,117,4,0,0,0,0,0,,0,0
Adlershof,"Radickestraße 46, Adlershof, Berlin",Wohnungstausch: Radickestraße 46,Wohnungsswap.de,1030,100,3,0,0,0,0,0,,0,0
Marzahn,"Paul-Schwenk-Straße 28, Marzahn, Berlin",Wohnungstausch: Paul-Schwenk-Straße 28,Wohnungsswap.de,740,47,2,0,0,0,1,0,,0,0
Lichtenrade,"Nuthestraße K 30, Lichtenrade, Berlin",Wohnungstausch: Nuthestraße 30K,Wohnungsswap.de,2480,159,5,0,0,0,0,0,,0,0
Kreuzberg,"Gitschiner Straße 65, Kreuzberg, Berlin",Wohnungstausch: Gitschiner Straße 65,Wohnungsswap.de,980,82,4,0,0,0,1,0,,0,0
Pankow,"Würtzstraße 2, Pankow (Ortsteil), Berlin",Wohnungstausch: Würtzstraße 2,Wohnungsswap.de,950,72,3,0,0,0,0,0,,0,0
Lichtenberg,"Kubornstraße 5, Lichtenberg (Ortsteil), Berlin",Wohnungstausch: Kubornstraße 5,Wohnungsswap.de,570,42,2,0,0,0,0,0,,0,0
Lichtenberg,"Kubornstraße 5, Lichtenberg (Ortsteil), Berlin",Wohnungstausch: Kubornstraße 5,Wohnungsswap.de,570,42,2,0,0,0,0,0,,0,0
Wedding,"Otawistraße 15, Wedding, Berlin",Wohnungstausch: Otawistraße 15,Wohnungsswap.de,720,68,2,0,0,0,0,0,,0,0
Wedding,"Transvaalstraße 14, Wedding, Berlin",Wohnungstausch: Transvaalstraße 14,Wohnungsswap.de,650,35,1,0,0,0,0,0,,0,0
Neukölln,"Nogatstraße 23, Neukölln (Ortsteil), Berlin",Wohnungstausch: Nogatstraße 23,Wohnungsswap.de,560,50,1,0,0,0,0,0,,0,0
Charlottenburg,"Fraunhoferstraße 20, Charlottenburg, Berlin",Wohnungstausch: Fraunhoferstraße 20,Wohnungsswap.de,1900,94,2,0,0,0,1,0,,0,0
Prenzlauer Berg,"Christburger Straße 3, Prenzlauer Berg, Berlin",Wohnungstausch: Christburger Straße 3,Wohnungsswap.de,690,72,2,0,0,0,0,0,,0,0
Neukölln,"Reuterstraße 45, Neukölln (Ortsteil), Berlin",Wohnungstausch: Reuterstraße 45,Wohnungsswap.de,670,60,2,0,0,0,0,0,,0,0
Westend,"Fredericiastraße 0, Westend, Berlin",Wohnungstausch: Fredericiastraße 0,Wohnungsswap.de,820,72,3,0,0,0,0,0,,0,0
Charlottenburg,"Kaiser-Friedrich-Straße 92, Charlottenburg, Berlin",Wohnungstausch: Kaiser-Friedrich-Straße 92,Wohnungsswap.de,940,64,2,0,0,0,0,0,,0,0
Fennpfuhl,"Herzbergstraße 155, Fennpfuhl, Berlin",Wohnungstausch: Herzbergstraße 155,Wohnungsswap.de,380,30,1,0,0,0,1,0,,0,0
Wedding,"Willdenowstraße 1, Wedding, Berlin",Wohnungstausch: Willdenowstraße 1,Wohnungsswap.de,990,63,2,0,0,0,0,0,,0,0
Mariendorf,"Kaiserstraße 13, Mariendorf, Berlin",Wohnungstausch: Kaiserstraße 13,Wohnungsswap.de,360,34,1,0,0,0,0,0,,0,0
Kreuzberg,"Kloedenstraße 6, Kreuzberg, Berlin",Wohnungstausch: Kloedenstraße 6,Wohnungsswap.de,1480,67,2,0,0,0,0,0,,0,0
Zehlendorf,"Mörchinger Str. 59, Zehlendorf, Berlin",Wohnungstausch: Mörchinger Str. 59,Wohnungsswap.de,570,52,3,0,0,0,0,0,,0,0
Friedrichshain,"Schreinerstraße 17, Friedrichshain, Berlin",Wohnungstausch: Schreinerstraße 17,Wohnungsswap.de,1080,80,3,0,0,0,1,0,,0,0
Kreuzberg,"Anhalter Straße 7, Kreuzberg, Berlin",Wohnungstausch: Anhalter Straße 7,Wohnungsswap.de,1340,120,4,0,0,0,1,0,,0,0
Friedenau,"Bornstraße - 120, Friedenau, Berlin",Wohnungstausch: Bornstraße 1-20,Wohnungsswap.de,1100,89,3,0,0,0,0,0,,0,0
Kreuzberg,"Urbanstraße 83, Kreuzberg, Berlin",Wohnungstausch: Urbanstraße 83,Wohnungsswap.de,870,80,3,0,0,0,0,0,,0,0
Neukölln,"Herrfurthstraße 7, Neukölln (Ortsteil), Berlin",Wohnungstausch: Herrfurthstraße 7,Wohnungsswap.de,840,65,2,0,0,0,0,0,,0,0
Friedrichshain,"Oderstraße 4, Friedrichshain, Berlin",Wohnungstausch: Oderstraße 4,Wohnungsswap.de,1080,75,3,0,0,0,0,0,,0,0
Falkenberg,"David-Friedländer-Weg 20, Falkenberg, Berlin",Wohnungstausch: David-Friedländer-Weg 20,Wohnungsswap.de,1870,109,5,0,0,0,0,0,,0,0
Reinickendorf,"Vierwaldstätter Weg 16, Reinickendorf (Ortsteil), Berlin",Wohnungstausch: Vierwaldstätter Weg 16,Wohnungsswap.de,750,60,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Bergener Straße 1, Prenzlauer Berg, Berlin",Wohnungstausch: Bergener Straße 1,Wohnungsswap.de,720,39,1,0,0,0,0,0,,0,0
Rummelsburg,"Wönnichstraße 51, Rummelsburg, Berlin",Wohnungstausch: Wönnichstraße 51,Wohnungsswap.de,720,51,2,0,0,0,0,0,,0,0
Mitte,"Griebenowstraße 12, Mitte (Ortsteil), Berlin",Wohnungstausch: Griebenowstraße 12,Wohnungsswap.de,940,70,2,0,0,0,0,0,,0,0
Gesundbrunnen,"Bastianstraße 19, Gesundbrunnen, Berlin",Wohnungstausch: Bastianstraße 19,Wohnungsswap.de,800,65,2,0,0,0,0,0,,0,0
Weißensee,"Mahlerstraße 42, Weißensee, Berlin",Wohnungstausch: Mahlerstraße 42,Wohnungsswap.de,840,70,2,0,0,0,0,0,,0,0
Moabit,"Elberfelder Straße 37, Moabit, Berlin",Wohnungstausch: Elberfelder Straße 37,Wohnungsswap.de,750,57,2,0,0,0,0,0,,0,0
Friedrichshain,"Strausberger Straße A 7, Friedrichshain, Berlin",Wohnungstausch: Strausberger Straße 7A,Wohnungsswap.de,550,41,1,0,0,0,0,0,,0,0
Tempelhof,"Schönburgstraße 10, Tempelhof, Berlin",Wohnungstausch: Schönburgstraße 10,Wohnungsswap.de,420,28,1,0,0,0,1,0,,0,0
Tempelhof,"Friedrich-Karl-Straße 20, Tempelhof, Berlin",Wohnungstausch: Friedrich-Karl-Straße 20,Wohnungsswap.de,620,58,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Schönhauser Allee 0, Prenzlauer Berg, Berlin",Wohnungstausch: Schönhauser Allee 0,Wohnungsswap.de,1170,86,3,0,0,0,0,0,,0,0
Spandau,"Marschallstraße 7, Spandau (Ortsteil), Berlin",Seniorengerechte 1-Zimmer-Wohnung im schönen Spandau,Estate agent,604.14,41.57,1,0,0,0,0,0,,0,1
Friedrichshain,"Strausberger Platz 1, Friedrichshain, Berlin",Wohnungstausch: Strausberger Platz 1,Wohnungsswap.de,840,84,2,0,0,0,0,0,,0,0
Kreuzberg,"Wrangelstraße 79, Kreuzberg, Berlin",Wohnungstausch: Wrangelstraße 79,Wohnungsswap.de,1240,75,3,0,0,0,0,0,,0,0
Gesundbrunnen,"Drontheimer Straße  B 21, Gesundbrunnen, Berlin",Wohnungstausch: Drontheimer Straße 21 B,Wohnungsswap.de,470,35,1,0,0,0,0,0,,0,0
Baumschulenweg,"Rinkartstraße 3, Baumschulenweg, Berlin",Wohnungstausch: Rinkartstraße 3,Wohnungsswap.de,1200,100,3,0,0,0,0,0,,0,0
Pankow,"Harzburger Straße 3, Pankow (Ortsteil), Berlin",Wohnungstausch: Harzburger Straße 3,Wohnungsswap.de,770,56,2,0,0,0,1,0,,0,0
Prenzlauer Berg,"Zelterstraße 14, Prenzlauer Berg, Berlin",Wohnungstausch: Zelterstraße 14,Wohnungsswap.de,530,34,1,0,0,0,0,0,,0,0
Kaulsdorf,"Adolfstraße 7, Kaulsdorf, Berlin",Wohnungstausch: Adolfstraße 7,Wohnungsswap.de,620,60,2,0,0,0,0,0,,0,0
Alt-Treptow,"Bouchéstraße 19, Alt-Treptow, Berlin",Wohnungstausch: Bouchéstraße 19,Wohnungsswap.de,1280,72,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Cotheniusstraße 4, Prenzlauer Berg, Berlin",Wohnungstausch: Cotheniusstraße 4,Wohnungsswap.de,2080,143,4,0,0,0,0,0,,0,0
Wedding,"Winkelriedstraße 3, Wedding, Berlin",Wohnungstausch: Winkelriedstraße 3,Wohnungsswap.de,670,48,2,0,0,0,0,0,,0,0
Lichterfelde,"Haydnstraße 2, Lichterfelde, Berlin",Wohnungstausch: Haydnstraße 2,Wohnungsswap.de,560,50,2,0,0,0,0,0,,0,0
Mitte,"Am Köllnischen Park 17, Mitte (Ortsteil), Berlin",Furnished 2 rooms apartment in Mitte (Berlin),Estate agent,2350,55,2,1,0,0,1,0,,0,0
Lichtenberg,"Normannenstraße A 5, Lichtenberg (Ortsteil), Berlin",Wohnungstausch: Normannenstraße 5A,Wohnungsswap.de,950,67,3,0,0,0,0,0,,0,0
Oberschöneweide,"Fontanestraße 14, Oberschöneweide, Berlin",Wohnungstausch: Fontanestraße 14,Wohnungsswap.de,490,48,2,0,0,0,0,0,,0,0
Mitte,"Strelitzer Straße 60, Mitte (Ortsteil), Berlin",Wohnungstausch: Strelitzer Straße 60,Wohnungsswap.de,700,62,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Dunckerstraße 4, Prenzlauer Berg, Berlin",Wohnungstausch: Dunckerstraße 4,Wohnungsswap.de,1060,85,2,0,0,0,0,0,,0,0
Charlottenburg,"Olbersstraße A 51, Charlottenburg, Berlin",Wohnungstausch: Olbersstraße 51A,Wohnungsswap.de,660,34,2,0,0,0,0,0,,0,0
Gesundbrunnen,"Ritterlandweg 54, Gesundbrunnen, Berlin",Wohnungstausch: Ritterlandweg 54,Wohnungsswap.de,680,64,2,0,0,0,1,0,,0,0
Tiergarten,"Pohlstraße 82, Tiergarten, Berlin",Wohnungstausch: Pohlstraße 82,Wohnungsswap.de,900,33,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Raumerstraße 5, Prenzlauer Berg, Berlin",Wohnungstausch: Raumerstraße 5,Wohnungsswap.de,1230,50,2,0,0,0,0,0,,0,0
Tempelhof,"Hessenring 46, Tempelhof, Berlin",Wohnungstausch: Hessenring 46,Wohnungsswap.de,940,65,2,0,0,0,0,0,,0,0
Schöneberg,"Rosenheimer Straße 28, Schöneberg, Berlin",Wohnungstausch: Rosenheimer Straße 28,Wohnungsswap.de,610,35,1,0,0,0,0,0,,0,0
Prenzlauer Berg,"Lychener Straße 28, Prenzlauer Berg, Berlin",Wohnungstausch: Lychener Straße 28,Wohnungsswap.de,740,35,1,0,0,0,0,0,,0,0
Biesdorf,"Köpenicker Straße 124, Biesdorf, Berlin",Wohnungstausch: Köpenicker Straße 124,Wohnungsswap.de,1240,65,2,0,0,0,1,0,,0,0
Friedrichshain,"Koppenstraße 18, Friedrichshain, Berlin",Wohnungstausch: Koppenstraße 18,Wohnungsswap.de,790,64,3,0,0,0,1,0,,0,0
Charlottenburg,"Pestalozzistraße 53, Charlottenburg, Berlin",Wohnungstausch: Pestalozzistraße 53,Wohnungsswap.de,680,50,2,0,0,0,0,0,,0,0
Neu-Hohenschönhausen,"Ernst-Barlach-Straße 24, Neu-Hohenschönhausen, Berlin",Wohnungstausch: Ernst-Barlach-Straße 24,Wohnungsswap.de,560,58,3,0,0,0,0,0,,0,0
Gesundbrunnen,"Hussitenstraße 44, Gesundbrunnen, Berlin",Wohnungstausch: Hussitenstraße 44,Wohnungsswap.de,1020,90,4,0,0,0,0,0,,0,0
Pankow,"Talstraße 4, Pankow (Ortsteil), Berlin",Wohnungstausch: Talstraße 4,Wohnungsswap.de,1600,64,2,0,0,0,1,0,,0,0
Prenzlauer Berg,"Pasteurstraße 25, Prenzlauer Berg, Berlin",Wohnungstausch: Pasteurstraße 25,Wohnungsswap.de,1760,77,3,0,0,0,0,0,,0,0
Neukölln,"Allerstraße 16, Neukölln (Ortsteil), Berlin",Wohnungstausch: Allerstraße 16,Wohnungsswap.de,630,45,1,0,0,0,0,0,,0,0
Rummelsburg,"Leopoldstraße 29, Rummelsburg, Berlin",Wohnungstausch: Leopoldstraße 29,Wohnungsswap.de,1070,72,3,0,0,0,0,0,,0,0
Gesundbrunnen,"Schwedenstraße 13, Gesundbrunnen, Berlin",Wohnungstausch: Schwedenstraße 13,Wohnungsswap.de,620,74,3,0,0,0,0,0,,0,0
Prenzlauer Berg,"Dunckerstraße a 2, Prenzlauer Berg, Berlin",Wohnungstausch: Dunckerstraße 2a,Wohnungsswap.de,1660,100,3,0,0,0,0,0,,0,0
Schöneberg,"Karl-Schrader-Straße 2, Schöneberg, Berlin",Wohnungstausch: Karl-Schrader-Straße 2,Wohnungsswap.de,1140,53,2,0,0,0,0,0,,0,0
Lichtenberg,"Hubertusstraße C 40, Lichtenberg (Ortsteil), Berlin",Wohnungstausch: Hubertusstraße 40C,Wohnungsswap.de,530,46,2,0,0,0,0,0,,0,0
Kreuzberg,"Dennewitzstraße 40, Kreuzberg, Berlin",Wunderschön gelegene 2 Zimmer Neubauwohnung mit toller Austattung direkt am Park am Gleisdreieck.,Estate agent,2460,60,2,1,0,0,0,0,,0,0
Schöneberg,"Hauptstraße 137, Schöneberg, Berlin",Wohnungstausch: Hauptstraße 137,Wohnungsswap.de,710,53,2,0,0,0,1,0,,0,0
Friedrichshain,"Mühlenstraße 20, Friedrichshain, Berlin","Sleek Friedrichshain 1BR w/ Concierge at East Side Gallery, by Blueground",Estate agent,2340,56,2,1,0,0,0,0,,0,0
Friedrichshain,"Dolziger Straße 1, Friedrichshain, Berlin",Wohnungstausch: Dolziger Straße 1,Wohnungsswap.de,830,56,2,0,0,0,0,0,,0,0
Pankow,"Mühlenstraße 74, Pankow (Ortsteil), Berlin",Wohnungstausch: Mühlenstraße 74,Wohnungsswap.de,820,60,2,0,0,0,0,0,,0,0
Baumschulenweg,"Wohlgemuthstraße 36, Baumschulenweg, Berlin",Wohnungstausch: Wohlgemuthstraße 36,Wohnungsswap.de,920,56,2,0,0,0,0,0,,0,0
Friedenau,"Wilhelm-Hoff-Straße 16, Friedenau, Berlin",Wohnungstausch: Wilhelm-Hoff-Straße 16,Wohnungsswap.de,1010,66,2,0,0,0,0,0,,0,0
Neukölln,"Schierker Straße 38, Neukölln (Ortsteil), Berlin",Wohnungstausch: Schierker Straße 38,Wohnungsswap.de,580,48,2,0,0,0,0,0,,0,0
Wilmersdorf,"Gieselerstraße 24, Wilmersdorf, Berlin",Wohnungstausch: Gieselerstraße 24,Wohnungsswap.de,880,70,2,0,0,0,1,0,,0,0
Neukölln,"Emser Straße 54, Neukölln (Ortsteil), Berlin",Wohnungstausch: Emser Straße 54,Wohnungsswap.de,1770,140,5,0,0,0,0,0,,0,0
Charlottenburg,"Sophie-Charlotten-Straße 22, Charlottenburg, Berlin",Wohnungstausch: Sophie-Charlotten-Straße 22,Wohnungsswap.de,810,54,2,0,0,0,0,0,,0,0
Neukölln,"Hobrechtstraße 53, Neukölln (Ortsteil), Berlin",Wohnungstausch: Hobrechtstraße 53,Wohnungsswap.de,910,60,2,0,0,0,0,0,,0,0
Rummelsburg,"Nöldnerstraße 31, Rummelsburg, Berlin",Wohnungstausch: Nöldnerstraße 31,Wohnungsswap.de,820,55,2,0,0,0,0,0,,0,0
Rummelsburg,"Leopoldstraße A 38, Rummelsburg, Berlin",Wohnungstausch: Leopoldstraße 38A,Wohnungsswap.de,600,64,2,0,0,0,0,0,,0,0
Mitte,"Eichendorffstraße 3, Mitte (Ortsteil), Berlin",Wohnungstausch: Eichendorffstraße 3,Wohnungsswap.de,870,75,3,0,0,0,0,0,,0,0
Buckow,"Johannisthaler Chaussee 0, Buckow, Berlin",Wohnungstausch: Johannisthaler Chaussee 0,Wohnungsswap.de,920,73,2,0,0,0,1,0,,0,0
Neukölln,"Reuterstraße 54, Neukölln (Ortsteil), Berlin",Wohnungstausch: Reuterstraße 54,Wohnungsswap.de,480,40,1,0,0,0,0,0,,0,0
Kreuzberg,"Bergmannstraße 104, Kreuzberg, Berlin",Wohnungstausch: Bergmannstraße 104,Wohnungsswap.de,1230,75,3,0,0,0,0,0,,0,0
Charlottenburg,"Suarezstraße 29, Charlottenburg, Berlin",Wohnungstausch: Suarezstraße 29,Wohnungsswap.de,490,41,1,0,0,0,1,0,,0,0
Pankow,"In den Floragärten 35, Pankow (Ortsteil), Berlin",Wohnungstausch: In den Floragärten 35,Wohnungsswap.de,2210,116,3,0,0,0,1,0,,0,0
Kreuzberg,"Mehringdamm 39, Kreuzberg, Berlin",Wohnungstausch: Mehringdamm 39,Wohnungsswap.de,430,50,2,0,0,0,1,0,,0,0
Charlottenburg-Nord,"Reichweindamm 30, Charlottenburg-Nord, Berlin",Wohnungstausch: Reichweindamm 30,Wohnungsswap.de,620,62,2,0,0,0,0,0,,0,0
Friedrichshain,"Voigtstraße 26, Friedrichshain, Berlin",Wohnungstausch: Voigtstraße 26,Wohnungsswap.de,660,64,2,0,0,0,0,0,,0,0
Kreuzberg,"Forster Straße 3, Kreuzberg, Berlin",Wohnungstausch: Forster Straße 3,Wohnungsswap.de,950,87,3,0,0,0,0,0,,0,0
Zehlendorf,"Lupsteiner Weg 16, Zehlendorf, Berlin",Wohnungstausch: Lupsteiner Weg 16,Wohnungsswap.de,770,51,2,0,0,0,0,0,,0,0
Mitte,"Reinhardtstraße 3, Mitte (Ortsteil), Berlin",Wohnungstausch: Reinhardtstraße 3,Wohnungsswap.de,940,53,2,0,0,0,0,0,,0,0
Reinickendorf,"Emmentaler Str. 146, Reinickendorf (Ortsteil), Berlin",Wohnungstausch: Emmentaler Str. 146,Wohnungsswap.de,580,50,2,0,0,0,1,0,,0,0
Neukölln,"Silbersteinstraße 83, Neukölln (Ortsteil), Berlin",Wohnungstausch: Silbersteinstraße 83,Wohnungsswap.de,900,70,2,0,0,0,0,0,,0,0
Kreuzberg,"Urbanstraße 45, Kreuzberg, Berlin",Wohnungstausch: Urbanstraße 45,Wohnungsswap.de,890,67,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Winsstraße 26, Prenzlauer Berg, Berlin","Wunderschöne 2 Zimmer Wohnung in beliebter Lage im  Prenzlauer Berg, zwischen vielen Grünflächen""",Estate agent,2150,57,2,0,0,0,1,0,,0,0
Prenzlauer Berg,"Stahlheimer Straße A 14, Prenzlauer Berg, Berlin",Wohnungstausch: Stahlheimer Straße 14A,Wohnungsswap.de,620,59,2,0,0,0,0,0,,0,0
Falkenhagener Feld,"Falkenseer Chaussee 251, Falkenhagener Feld, Berlin",Wohnungstausch: Falkenseer Chaussee 251,Wohnungsswap.de,330,31,1,0,0,0,0,0,,0,0
Fennpfuhl,"Hohenschönhauser Straße 67, Fennpfuhl, Berlin",Wohnungstausch: Hohenschönhauser Straße 67,Wohnungsswap.de,460,45,2,0,0,0,0,0,,0,0
Friedrichshain,"Wilhelm-Stolze-Straße 18, Friedrichshain, Berlin",Wohnungstausch: Wilhelm-Stolze-Straße 18,Wohnungsswap.de,670,33,1,0,0,0,0,0,,0,0
Lichtenberg,"Frankfurter Allee 216, Lichtenberg (Ortsteil), Berlin",Wohnungstausch: Frankfurter Allee 216,Wohnungsswap.de,590,25,1,0,0,0,0,0,,0,0
Adlershof,"Anna-Seghers-Straße 90, Adlershof, Berlin",Wohnungstausch: Anna-Seghers-Straße 90,Wohnungsswap.de,680,61,2,0,0,0,0,0,,0,0
Rummelsburg,"Hauptstraße D 5, Rummelsburg, Berlin",Wohnungstausch: Hauptstraße 5D,Wohnungsswap.de,1130,72,2,0,0,0,0,0,,0,0
Adlershof,"Katharina-Boll-Dornberger-Straße 15, Adlershof, Berlin",Wohnungstausch: Katharina-Boll-Dornberger-Straße 15,Wohnungsswap.de,1080,60,2,0,0,0,0,0,,0,0
Zehlendorf,"Clayallee 329, Zehlendorf, Berlin",Wohnungstausch: Clayallee 329,Wohnungsswap.de,870,62,2,0,0,0,0,0,,0,0
Rummelsburg,"Sophienstraße 6, Rummelsburg, Berlin",Wohnungstausch: Sophienstraße 6,Wohnungsswap.de,580,60,2,0,0,0,0,0,,0,0
Prenzlauer Berg,"Dunckerstraße 72, Prenzlauer Berg, Berlin",Wohnungstausch: Dunckerstraße 72,Wohnungsswap.de,1540,70,3,0,0,0,0,0,,0,0
Friedrichshain,"Schreinerstraße 44, Friedrichshain, Berlin",Wohnungstausch: Schreinerstraße 44,Wohnungsswap.de,650,52,2,0,0,0,0,0,,0,0
Steglitz,"Kreuznacher Straße - 15, Steglitz, Berlin",Wohnungstausch: Kreuznacher Straße 1-5,Wohnungsswap.de,690,55,2,0,0,0,0,0,,0,0
Friedrichshain,"Holteistraße 15, Friedrichshain, Berlin",Wohnungstausch: Holteistraße 15,Wohnungsswap.de,1610,76,3,0,0,0,0,0,,0,0
Gropiusstadt,"Hugo-Heimann-Straße 18, Gropiusstadt, Berlin",Wohnungstausch: Hugo-Heimann-Straße 18,Wohnungsswap.de,450,40,1,0,0,0,1,0,,0,0
Neukölln,"Weichselstraße 43, Neukölln (Ortsteil), Berlin",Wohnungstausch: Weichselstraße 43,Wohnungsswap.de,700,53,2,0,0,0,1,0,,0,0
Prenzlauer Berg,"Schönhauser Allee 49, Prenzlauer Berg, Berlin",Wohnungstausch: Schönhauser Allee 49,Wohnungsswap.de,620,75,2,0,0,0,0,0,,0,0
Lichtenberg,"Im Lindenhof 22, Lichtenberg (Ortsteil), Berlin",Wohnungstausch: Im Lindenhof 22,Wohnungsswap.de,450,35,1,0,0,0,0,0,,0,0
Charlottenburg,"Kaiserdamm 9, Charlottenburg, Berlin",Wohnungstausch: Kaiserdamm 9,Wohnungsswap.de,1970,142,4,0,0,0,0,0,,0,0
Prenzlauer Berg,"Schwedter Straße 31, Prenzlauer Berg, Berlin",Wohnungstausch: Schwedter Straße 31,Wohnungsswap.de,700,53,2,0,0,0,0,0,,0,0
Kreuzberg,"Solmsstraße 45, Kreuzberg, Berlin",Wohnungstausch: Solmsstraße 45,Wohnungsswap.de,1150,85,3,0,0,0,0,0,,0,0
Niederschönhausen,"Blumenthalstraße 17, Niederschönhausen, Berlin",Wohnungstausch: Blumenthalstraße 17,Wohnungsswap.de,1200,106,3,0,0,0,0,0,,0,0
Prenzlauer Berg,"Dunckerstraße A 2, Prenzlauer Berg, Berlin",Wohnungstausch: Dunckerstraße 2A,Wohnungsswap.de,1820,100,3,0,0,0,0,0,,0,0
Lichterfelde,"Freiwaldauer Weg 14, Lichterfelde, Berlin",Wohnungstausch: Freiwaldauer Weg 14,Wohnungsswap.de,890,47,1,0,0,0,0,0,,0,0
Köpenick,"Müggelheimer Straße 49, Köpenick, Berlin",Wohnungstausch: Müggelheimer Straße 49,Wohnungsswap.de,570,49,2,0,0,0,0,0,,0,0
Köpenick,"Müggelheimer Straße 49, Köpenick, Berlin",Wohnungstausch: Müggelheimer Straße 49,Wohnungsswap.de,570,49,2,0,0,0,0,0,,0,0
Mitte,"Heinrich-Heine-Platz B 12, Mitte (Ortsteil), Berlin",Wohnungstausch: Heinrich-Heine-Platz 12B,Wohnungsswap.de,1200,72,2,0,0,0,1,0,,0,0
Moabit,"Waldenserstraße 32, Moabit, Berlin",Wohnungstausch: Waldenserstraße 32,Wohnungsswap.de,650,40,1,0,0,0,0,0,,0,0
Neukölln,"Fontanestraße 18, Neukölln (Ortsteil), Berlin",Wohnungstausch: Fontanestraße 18,Wohnungsswap.de,420,45,1,0,0,0,0,0,,0,0
Gesundbrunnen,"Buttmannstraße 11, Gesundbrunnen, Berlin",Wohnungstausch: Buttmannstraße 1 1,Wohnungsswap.de,1630,110,3,0,0,0,0,0,,0,0
Charlottenburg,"Kamminer Straße 30, Charlottenburg, Berlin",Wohnungstausch: Kamminer Straße 30,Wohnungsswap.de,910,72,3,0,0,0,0,0,,0,0
Neukölln,"Fontanestraße 26, Neukölln (Ortsteil), Berlin",Wohnungstausch: Fontanestraße 26,Wohnungsswap.de,930,60,2,0,0,0,0,0,,0,0
Schöneberg,"Grazer Damm 205, Schöneberg, Berlin",Wohnungstausch: Grazer Damm 205,Wohnungsswap.de,980,71,3,0,0,0,0,0,,0,0
Neukölln,"Sanderstraße 8, Neukölln (Ortsteil), Berlin",Wohnungstausch: Sanderstraße 8,Wohnungsswap.de,820,62,2,0,0,0,0,0,,0,0
