district,address,description,total rent,area,number of rooms,balcony,built-in kitchen,basement,garden,elevator,stepless,guest toilet,flat share possible
kreuzberg,"Kreuzbergstraße 0, Kreuzberg, Berlin","Kreuzbergstraße, Berlin",1995.0,65.0,1.0,0,0,0,0,0,0,0,0
rummelsburg,"Lückstraße 0, Rummelsburg, Berlin","Lückstraße, Berlin",1300.0,56.0,1.0,0,0,0,0,0,0,0,0
wilmersdorf,"Eisenzahnstraße 0, Wilmersdorf, Berlin","Eisenzahnstraße, Berlin",1600.0,60.0,1.0,0,0,0,0,0,0,0,0
friedrichshain,"Pettenkoferstraße 0, Friedrichshain, Berlin","Pettenkoferstraße, Berlin",1850.0,60.0,1.0,0,0,0,0,0,1,0,0
schöneberg,"Eisenacher Straße 0, Schöneberg, Berlin","Eisenacher Straße, Berlin",1690.0,36.0,1.0,0,0,0,0,0,0,0,0
mitte,"Brüderstraße 0, Mitte (Ortsteil), Berlin","Brüderstraße, Berlin",1490.0,26.0,1.0,0,0,0,0,0,0,0,0
neukölln,"Braunschweiger Straße 0, Neukölln (Ortsteil), Berlin","Braunschweiger Straße, Berlin",1690.0,51.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Grimmstraße 0, Kreuzberg, Berlin","Grimmstraße, Berlin",3180.0,76.0,1.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Ueckermünder Straße 7, Prenzlauer Berg, Berlin",Studio in Prenzlauer Berg,900.0,35.0,1.0,0,1,0,0,0,0,0,0
kreuzberg,"Yorckstraße 0, Kreuzberg, Berlin","Yorckstraße, Berlin",1400.0,45.0,1.0,0,0,0,0,0,0,0,0
neukölln,"Wissmannstraße 0, Neukölln (Ortsteil), Berlin","Wissmannstraße, Berlin",1250.0,40.0,1.0,0,0,0,0,0,0,0,0
charlottenburg,"Niebuhrstraße 0, Charlottenburg, Berlin","Niebuhrstraße, Berlin",1400.0,52.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Möckernstraße 0, Kreuzberg, Berlin","Möckernstraße, Berlin",1476.0,36.0,1.0,0,0,0,0,0,0,0,0
friedrichshain,"Finowstraße 0, Friedrichshain, Berlin","Finowstraße, Berlin",2200.0,70.0,1.0,0,0,0,0,0,0,0,0
mitte,"Mollstraße 0, Mitte (Ortsteil), Berlin","Mollstraße, Berlin",1690.0,35.0,1.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Jablonskistraße 0, Prenzlauer Berg, Berlin","Jablonskistraße, Berlin",1790.0,35.0,1.0,0,0,0,0,0,0,0,0
friedrichshain,"Grünberger Straße 0, Friedrichshain, Berlin","Grünberger Straße, Berlin",1690.0,43.0,1.0,0,0,0,0,0,0,0,0
friedrichshain,"Dirschauer Straße 0, Friedrichshain, Berlin","Dirschauer Straße, Berlin",1890.0,41.0,1.0,0,0,0,0,0,0,0,0
schöneberg,"Courbièrestraße 0, Schöneberg, Berlin","Courbièrestraße, Berlin",1590.0,31.0,1.0,0,0,0,0,0,0,0,0
friedrichshain,"Schreinerstraße 0, Friedrichshain, Berlin","Schreinerstraße, Berlin",1690.0,31.0,1.0,0,0,0,0,0,0,0,0
prenzlauer berg,"Gudvanger Straße 0, Prenzlauer Berg, Berlin","Gudvanger Straße, Berlin",1820.0,59.0,1.0,0,0,0,0,0,0,0,0
mitte,"Kommandantenstr. 75, Mitte (Ortsteil), Berlin",3 rooms apartment with Terrace in Mitte (Berlin),3970.0,86.0,3.0,1,1,0,0,1,0,0,0
mitte,"Luisenstraße 40, Mitte (Ortsteil), Berlin","Luisenstraße 40, 10117 Berlin",1645.0,51.0,2.0,0,0,0,0,0,0,0,0
friedrichshain,"Müggelstraße 0, Friedrichshain, Berlin","Müggelstraße, Berlin",1750.0,51.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Kreuzberg, Berlin",Tauschwohnung: 2 Zi. Whg. in Kreuzberg gegen mind. 4 Zi. in Berlin,650.0,54.0,2.0,1,0,1,0,0,0,0,0
prenzlauer berg,"Prenzlauer Berg, Berlin",Tauschwohnung: Sonnige 1 Zi Whg in PBerg gegen 1+ Zi Rummelsburg o.ä.,506.0,37.0,1.0,0,1,1,0,0,0,0,0
moabit,"Quitzowstraße 0, Moabit, Berlin","Quitzowstraße, Berlin",3400.0,104.0,4.0,0,0,0,0,0,0,0,0
mitte,"Alte Jakobstraße 0, Mitte (Ortsteil), Berlin","Alte Jakobstraße, Berlin",1490.0,33.0,1.0,0,0,0,0,0,0,0,0
friedrichshain,"Straßmannstraße 0, Friedrichshain, Berlin","Straßmannstraße, Berlin",2600.0,85.0,3.0,0,0,0,0,0,0,0,0
neukölln,"Reuterstraße 0, Neukölln (Ortsteil), Berlin","Reuterstraße, Berlin",844.0,30.0,1.0,0,0,0,0,0,1,0,0
prenzlauer berg,"Jablonskistraße 0, Prenzlauer Berg, Berlin","Jablonskistraße, Berlin",1790.0,35.0,1.0,0,0,0,0,0,0,0,0
mitte,"Chausseestraße 0, Mitte (Ortsteil), Berlin","Chausseestraße, Berlin",3960.0,63.0,2.0,0,0,0,0,0,0,0,0
mitte,"Holzmarktstraße 0, Mitte (Ortsteil), Berlin","Holzmarktstraße, Berlin",1490.0,31.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Fürbringerstraße 0, Kreuzberg, Berlin","Fürbringerstraße, Berlin",4500.0,90.0,2.0,0,0,0,0,0,0,0,0
kreuzberg,"Böckhstraße 0, Kreuzberg, Berlin","Böckhstraße, Berlin",1300.0,35.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Mittenwalder Straße 0, Kreuzberg, Berlin","Mittenwalder Straße, Berlin",1400.0,45.0,1.0,0,0,0,0,0,0,0,0
mitte,"Köpenicker Straße 0, Mitte (Ortsteil), Berlin","Köpenicker Straße, Berlin",1550.0,41.0,1.0,0,0,0,0,0,1,0,0
mitte,"Köpenicker Straße 0, Mitte (Ortsteil), Berlin","Köpenicker Straße, Berlin",1800.0,41.0,2.0,0,0,0,0,0,1,0,0
mitte,"Köpenicker Straße 0, Mitte (Ortsteil), Berlin","Köpenicker Straße, Berlin",1400.0,26.0,1.0,0,0,0,0,0,0,0,0
mitte,"Köpenicker Straße 0, Mitte (Ortsteil), Berlin","Köpenicker Straße, Berlin",1400.0,27.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Böckhstraße 0, Kreuzberg, Berlin","Böckhstraße, Berlin",1300.0,35.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Katzbachstraße 0, Kreuzberg, Berlin","Katzbachstraße, Berlin",1850.0,46.0,1.0,0,0,0,0,0,0,0,0
mitte,"Wöhlertstraße 0, Mitte (Ortsteil), Berlin","Wöhlertstraße, Berlin",1650.0,50.0,1.0,0,0,0,0,0,0,0,0
friedrichshain,"Hildegard-Jadamowitz-Straße 0, Friedrichshain, Berlin","Hildegard-Jadamowitz-Straße, Berlin",1490.0,39.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Eisenbahnstraße 0, Kreuzberg, Berlin","Eisenbahnstraße, Berlin",1350.0,35.0,1.0,0,0,0,0,0,0,0,0
kreuzberg,"Böckhstraße 0, Kreuzberg, Berlin","Böckhstraße, Berlin",1200.0,35.0,1.0,0,0,0,0,0,0,0,0
schöneberg,"Barbarossastraße 0, Schöneberg, Berlin","Barbarossastraße, Berlin",1290.0,40.0,1.0,0,0,0,0,0,0,0,0
halensee,"Bornstedter Straße 0, Halensee, Berlin","Bornstedter Straße, Berlin",2300.0,80.0,2.0,0,0,0,0,0,0,0,0
gesundbrunnen,"Spanheimstraße 0, Gesundbrunnen, Berlin","Spanheimstraße, Berlin",1300.0,59.0,1.0,0,0,0,0,0,0,0,0
gesundbrunnen,"Spanheimstraße 0, Gesundbrunnen, Berlin","Spanheimstraße, Berlin",850.0,36.0,1.0,0,0,0,0,0,0,0,0
gesundbrunnen,"Spanheimstraße 0, Gesundbrunnen, Berlin","Spanheimstraße, Berlin",1300.0,59.0,1.0,0,0,0,0,0,0,0,0
gesundbrunnen,"Spanheimstraße 0, Gesundbrunnen, Berlin","Spanheimstraße, Berlin",1300.0,59.0,1.0,0,0,0,0,0,0,0,0
wilmersdorf,"Zähringerstraße 0, Wilmersdorf, Berlin","Zähringerstraße, Berlin",1450.0,42.0,1.0,0,0,0,0,0,0,0,0
schöneberg,"Barbarossastraße 0, Schöneberg, Berlin","Barbarossastraße, Berlin",1290.0,40.0,1.0,0,0,0,0,0,0,0,0
schöneberg,"Freisinger Straße 0, Schöneberg, Berlin","Freisinger Straße, Berlin",1490.0,42.0,1.0,0,0,0,0,0,0,0,0
schöneberg,"Innsbrucker Straße 36, Schöneberg, Berlin",✓ Neubau ✓ Terrassenwohnung ✓ 4-Zimmer  ✓ ca. 50m² Wohnküche ✓ Fußbodenheizung ✓ EBK,3558.05,144.46,4.0,1,1,1,0,0,0,0,0
friedrichshain,"Friedrichshain, Berlin",Tauschwohnung: 2 Zi Altbau F'hain gg. 2+ Zi Dachgeschoss in Berlin,570.0,59.0,2.0,1,1,1,0,0,0,0,0
buckow,"Ortolanweg 52, Buckow, Berlin",1 Zimmerwohnung SENIORENWOHNANLAGE Ortolanweg Seniorenwohnanlage Ortolanweg,571.85,43.86,1.0,1,0,1,0,1,0,0,0
friedrichshain,"Frankfurter Allee  84, Friedrichshain, Berlin",Traumhaftes Dachgeschoss mit eigener Terrasse!,3088.5,102.95,3.0,1,1,0,0,1,0,0,0
reinickendorf,"Antonienstr. 66, Reinickendorf (Ortsteil), Berlin","2 Zi.-Wohnung,  Erstbezug nach Komplettmodernisierung, mit EBK und gefliestem Bad",775.0,39.0,2.0,0,1,0,1,0,0,0,0
mitte,"Zimmerstraße 98, Mitte (Ortsteil), Berlin","Helle und hochwertige 3 Zimmer Wohnung mit ca. 80m², EBK, Fußbodenheizung und Balkon in Berlin-Mitte",2450.0,80.11,3.0,0,0,0,0,1,0,0,0
hakenfelde,"Parkstraße 8, Hakenfelde, Berlin",Home Essential  | 67m² 2-Zimmer Wohnung in Berlin,1650.0,67.0,2.0,1,1,0,1,0,0,0,0
wilmersdorf,"Brandenburgische 20, Wilmersdorf, Berlin",Bezugsfreie 6 Zi. Eigentumswohnung neben Ku-Damm,6430.0,212.0,5.0,1,1,1,0,0,0,0,0
neu-hohenschönhausen,"Pablo-Picasso-Straße 35A, Neu-Hohenschönhausen, Berlin",3-Zimmer Wohnung - BEG 140-180,1040.0,80.0,3.0,0,0,1,0,1,1,0,0
neu-hohenschönhausen,"Pablo-Picasso-Straße 35A, Neu-Hohenschönhausen, Berlin",Wohnung in Berlin,806.0,62.0,2.0,0,0,1,0,1,1,0,0
adlershof,"Hermann-Dorner-Allee 9, Adlershof, Berlin",3 Zimmern Erstbezug! 160/180er WBS Wohnung,830.7,71.0,3.0,0,0,0,0,1,1,0,0
adlershof,"Hermann-Dorner-Allee 9, Adlershof, Berlin",Familienwohnung mit 3 Zimmer im Neubau! WBS erforderlich,720.0,72.0,3.0,0,0,0,0,1,1,0,0
adlershof,"Hermann-Dorner-Allee 9, Adlershof, Berlin",160/180er WBS Wohnung mit 3 Zimmern im Neubau!,830.7,71.0,3.0,0,0,0,0,1,1,0,0
adlershof,"Hermann-Dorner-Allee 9, Adlershof, Berlin",Nur mit WBS anmietbar! Familienwohnung im Neubau,720.0,72.0,3.0,0,0,0,0,1,1,0,0
hellersdorf,"Hellersdorf, Berlin",Hübsche seniorengerechte Wohnung am EKZ Helle-Mitte!,807.0,57.41,2.0,1,1,0,1,0,0,0,0
charlottenburg,"Mommsenstr. 6, Charlottenburg, Berlin",Möbliertes Wohnen im Baudenkmal mit teilgewerblicher Nutzung in Charlottenburg,4256.47,192.63,5.0,0,1,1,0,0,0,1,0
köpenick,"Am Filmlager 10, Köpenick, Berlin",ENTSCHLEUNIGUNG - Maritimes Wohnen in Köpenick,1573.66,67.83,2.0,1,1,1,0,0,0,0,0
kreuzberg,"Großbeerenstraße 13, Kreuzberg, Berlin",3 rooms apartment in Kreuzberg (Berlin),4054.0,115.0,3.0,0,1,0,0,0,0,0,0
prenzlauer berg,"Oderberger Straße 20, Prenzlauer Berg, Berlin","möblierte Gartenwohnung in der Oderberger Straße, teilgewerbliche Nutzung möglich",3550.0,125.0,3.0,1,1,0,1,0,0,0,0
friedrichshain,"Rochowstraße 14, Friedrichshain, Berlin",2 RAUM WE   mit Wandelgangbalkon nur mit kompl.Berwerbung Besichtigungstermine,1167.0,61.0,2.0,1,1,1,0,0,0,0,0
schmöckwitz,"Schmöckwitz, Berlin",Großzügige 3- Zimmer- Wohnung auf ca. 124m²,2080.0,124.14,3.0,0,0,0,1,0,0,0,0
schöneberg,"Schöneberg, Berlin",Altbau-Attraktive  2 Zimmer Wohnung zur Miete in Schöneberg,1990.0,66.0,2.0,0,1,1,0,0,0,0,0
mitte,"Neue Grünstrasse 2, Mitte (Ortsteil), Berlin",Designer Luxus Wohnung in der Nähe zu Gendarmenmarkt,4500.0,119.0,3.0,1,1,0,1,0,0,0,0
hellersdorf,"Kastanienallee 138, Hellersdorf, Berlin",Super geräumiges Pärchen-Apartment mit Balkon und Badewanne!,862.0,69.95,2.0,0,0,0,0,0,0,0,0
tempelhof,"Tempelhof, Berlin",Berlin-Tempelhof: Provisionsfreie 2 Zimmer Wohnung mit attraktiver EBK,720.0,58.0,2.0,0,0,0,0,0,0,0,0
wilmersdorf,"Wilmersdorf, Berlin",Spektakuläres DG im Erstbezug dicht Volkspark und Bundesplatz: Livländische Straße!,2072.0,90.0,2.0,0,1,0,0,0,0,0,0
wilmersdorf,"Wilmersdorf, Berlin",Spektakuläres DG im Erstbezug dicht Volkspark und Bundesplatz: Livländische Straße!,2072.0,90.0,3.0,0,1,0,0,0,0,0,0
kreuzberg,"Kreuzberg, Berlin",Tauschwohnung: Graefekiez 4 Zi Altbau gegen biliger,1365.0,111.0,4.0,1,1,1,0,0,0,0,0
moabit,"Emdener Strasse 56, Moabit, Berlin",Ruhige hochwertige Wohnung im Seitenflügel,668.0,32.0,1.0,0,1,0,0,0,0,0,0
moabit,"Hedwig-Porschütz-Straße 32, Moabit, Berlin",THE HOUSE OF CO - Stylische Apartments,1340.0,30.0,1.0,0,0,1,0,1,0,0,0
neukölln,"Karl-Marx-Straße 277, Neukölln (Ortsteil), Berlin","Moderne, große Maisonette-Wohnung in Neukölln",3040.0,165.0,5.0,1,1,1,0,0,0,0,0
köpenick,"Henriette-Lustig-Straße 23, Köpenick, Berlin","Single-Wohnung möbliert an der Spree mit Balkon, Aufzug und EBK",706.68,22.87,1.0,1,1,1,0,0,0,0,0
wilmersdorf,"Spichernstraße 6, Wilmersdorf, Berlin",Super geschnittene Studio Wohnung in Charlottenburg. Fußläufig 50 Meter von der nächsten U-Bahn Stat,1785.0,42.0,1.0,0,1,0,0,1,0,0,0
kreuzberg,"Dennewitzstraße 40, Kreuzberg, Berlin",Wunderschön gelegene 3 Zimmer Neubauwohnung mit toller Austattung direkt am Park am Gleisdreieck.,2875.0,67.0,3.0,1,1,0,0,1,0,0,0
lichterfelde,"Billy-Wilder-Promenade 41, Lichterfelde, Berlin","1,5 Zimmer Garten-Loft *Möbliert*",1920.0,60.0,1.5,1,0,1,1,0,0,0,0
köpenick,"Henriette-Lustig-Straße 21, Köpenick, Berlin","Traumlage - direkt an der Spree mit Balkon, EBK und Aufzug",867.84,31.33,1.5,1,1,1,0,0,0,0,0
schmargendorf,"Hohenzollerndamm 72, Schmargendorf, Berlin",Wunderschöne 2 Zimmer Wohnung in ruhiger und zentraler Lage direkt  am Hubertussee,1860.0,43.0,2.0,0,0,0,0,1,0,0,0
friedrichshain,"Friedrichshain, Berlin",+++ 2 room apartment with big terrace +++,1740.0,79.0,2.0,1,1,1,0,0,0,0,0
lichterfelde,"Schillerstraße 31, Lichterfelde, Berlin",Souterrain (hell) für 3 Jahre,683.65,62.0,2.0,0,0,1,0,0,0,0,0
steglitz,"Alsenstraße 17B, Steglitz, Berlin",*NEU* Wunderschöne 3-Zimmerwohnung am U-Bhf. Walther-Schreiber-Platz (U9)/ S Feuerbachstraße (S1),1246.0,73.0,3.0,0,0,0,0,0,0,0,0
niederschöneweide,"Brückenstraße 12-13, Niederschöneweide, Berlin",Female STUDENT ONLY - NUR Studentin -  WG-Einzelzimmer im Doppelapartment - Nahe HTW!,430.0,18.0,1.0,0,1,0,1,1,0,0,0
steglitz,"Alsenstraße 17B, Steglitz, Berlin",*NEU* Wunderschöne 3-Zimmerwohnung am U-Bhf. Walther-Schreiber-Platz (U9)/ S Feuerbachstraße (S1),1246.0,73.0,3.0,0,0,0,0,0,0,0,0
buch,"Wiltbergstraße 50, Buch, Berlin",Ludwig Hoffmann Quartier  – Wohnen im sanierten Denkmal,1145.0,67.3,2.0,1,1,1,0,0,0,0,0
mitte,"Linienstraße 155, Mitte (Ortsteil), Berlin","Stilvolle 1,5-Zimmer-Loft-Wohnung mit Einbauküche in Mitte, Berlin",745.0,45.0,1.5,0,1,0,0,0,0,0,0
tempelhof,"xxxxxxx 55, Tempelhof, Berlin",Schönes Zimmer in einer ruhigen Lage in Berlin- Sehr gute Anbindung,670.0,15.0,1.0,1,1,0,1,0,0,0,0
weißensee,"Langhansstraße 28, Weißensee, Berlin",Erstbezug: 4-Zimmer-Wohnung,1988.23,107.54,4.0,1,0,1,0,1,0,0,0
weißensee,"Langhansstraße 28, Weißensee, Berlin",Erstbezug: 4-Zimmer-Wohnung,1988.23,107.54,4.0,1,0,1,0,1,0,0,0
charlottenburg,"Charlottenburg, Berlin",Wohnen & Arbeiten am  LIETZENSEE - PARK  - Großzügiger Berliner Altbau - TEILGEWERBE,3916.0,220.0,4.0,0,0,0,0,1,0,1,0
charlottenburg,"Wielandstr. 41, Charlottenburg, Berlin",Exklusive Stadtwohnung mitten in der City-West....  NAHE KU'DAMM & SAVIGNYPLATZ!,1966.05,92.26,3.0,1,1,0,0,0,0,1,0
prenzlauer berg,"Prenzlauer Berg, Berlin",+Parkett-Balkon-Ruhige Lage-Einbauküche-GästeWC-Tiefgarage+,2107.0,84.77,3.0,1,1,0,1,0,0,0,0
prenzlauer berg,"Am Märchenbrunnen 7, Prenzlauer Berg, Berlin",Familien Wohnung am Volkspark Friedrichshain,3250.0,110.0,4.0,1,1,0,1,0,0,0,0
wilmersdorf,"Nürnberger Strasse 42, Wilmersdorf, Berlin",Möblierte Designerwohnung City-Lage am KaDeWe pauschale Miete,1950.0,65.0,2.0,1,1,0,1,0,0,0,0
prenzlauer berg,"Prenzlauer Berg, Berlin",+Familienwohnung-Parkett-Balkon-Ruhige Lage-Wannenbad-GästeWC-Tiefgarage+,2383.0,96.83,4.0,1,0,1,1,0,0,0,0
prenzlauer berg,"Prenzlauer Berg, Berlin",++BALKON-PARKETT-LIFT-WANNENBAD-EBK-TIEFGARAGE++,2695.0,117.0,4.0,1,1,1,0,0,0,0,0
wannsee,"Glienicker Straße 40, Wannsee, Berlin",Großzügige lichtdurchflutete Wohnung in Waldnähe,1850.0,124.0,3.0,1,1,0,1,0,0,0,0
wilmersdorf,"Münsterschestr. 11, Wilmersdorf, Berlin",Furnished apartments/Rooms for limited period ( 3-12 Month) in a cool Villa next to Kudamm,800.0,20.0,1.0,0,0,0,0,0,0,0,1
wilmersdorf,"Babelsberger Str 43, Wilmersdorf, Berlin",BT: Mi 01.03. / Charmante 1-Zimmer Wohnung im Bayrischen Viertel,1049.0,33.86,1.0,0,0,0,0,0,0,0,0
mitte,"Invalidenstr. 100, Mitte (Ortsteil), Berlin","First time use, furnished 2 room garden apartment in Mitte- contract 3-6 Months- 1700€/Month all ink",1700.0,55.0,2.0,1,1,0,1,0,0,0,0
mitte,"Invalidenstr. 100, Mitte (Ortsteil), Berlin","1 room furnished apartment in Mitte for rent - 1-6 Months, now available",975.0,25.0,1.0,0,1,0,0,1,1,0,0
friedrichsfelde,"Einbecker Str. 46, Friedrichsfelde, Berlin",Ansprechende 2-Zimmer-Wohnung - ab SOFORT!,1090.0,56.0,2.0,1,1,0,0,0,0,0,0
wilmersdorf,"Wilmersdorf, Berlin",stylisches möbliertes Apartment Nahe Ku'damm im Güntzelkiez,1590.0,40.0,1.0,1,0,1,0,0,0,0,0
mitte,"Mitte (Ortsteil), Berlin",Design Apartment in Berlin Mitte,10180.0,250.0,6.0,1,1,0,1,0,0,0,0
kreuzberg,"Erkelenzdamm 51, Kreuzberg, Berlin",Subletting our beloved sun-flooded flat in Kreuzberg - from end of March for 4-6 weeks,2000.0,72.0,2.0,1,1,0,1,0,0,0,0
wittenau,"Alt-Wittenau 91b1, Wittenau, Berlin",Geschmackvolle und geräumige Penthouse-Wohnung mit drei Zimmer sowie Balkon und EBK,2500.0,119.0,3.0,1,1,1,0,0,0,0,0
moabit,"Moabit, Berlin","Exklusive, geräumige 1-Zimmer-Wohnung mit Balkon und Einbauküche in Berlin",2200.0,40.0,1.0,1,1,0,1,0,0,0,0
schmargendorf,"Helene-Jacobs-Straße 22, Schmargendorf, Berlin",Geschmackvolle Wohnung mit zwei Räumen und EBK (ohne Kühlschrank) in Berlin,1150.0,54.0,2.0,1,1,1,0,0,0,0,0
mitte,"Griebenowstraße 19, Mitte (Ortsteil), Berlin",2-5 months from April ; Designer Apartment; Newly constructred in 2023,1690.0,47.0,1.0,1,1,0,0,0,0,0,0
mariendorf,"Fritz-Werner-Straße 56d, Mariendorf, Berlin","Gepflegte 3-Zimmer-Wohnung mit Balkon und EBK in Berlin, befristete Vermietung",1100.0,79.0,3.0,1,1,1,0,0,0,0,0
wilmersdorf,"Wilmersdorf, Berlin",2 Zimmerwohnung zu vermieten / 2 bedroom apartment for rent,1250.0,47.0,2.0,0,1,0,0,1,0,0,0
charlottenburg,"Kaiserdamm 6, Charlottenburg, Berlin",Wohnung am Kaiserdamm,1720.0,116.64,3.0,1,0,0,0,0,0,0,0
hermsdorf,"Hermsdorf, Berlin",Stilvolle 3-Zi Loft-Wohnung direkt am Naturschutzgebiet,1950.0,90.0,3.0,1,1,0,0,0,0,0,0
rummelsburg,"Ingrid-Reschke-Straße 5, Rummelsburg, Berlin",Erstbezug mit Wasserblick: wunderschöne 2-Zimmer-Wohnung mit Einbauküche und Balkon,1455.0,48.39,2.0,1,1,0,0,1,0,0,0
spandau,"Spandau (Ortsteil), Berlin","Freundliche 2,5-Zimmer-Wohnung mit Balkon und Einbauküche in Berlin Spandau",709.0,58.9,2.5,1,1,1,0,0,0,0,0
prenzlauer berg,"Christburger Str. 40, Prenzlauer Berg, Berlin",Stockholm Studio im Winsviertel,2000.0,42.0,1.0,1,1,0,0,0,0,0,0
schöneberg,"Schöneberg, Berlin","Top 1A Lage Nollendorfplatz 
2 Zimmer vollmöbliert
sonnendurchflutet, 100Mbit Internet",1790.0,70.0,2.0,1,0,0,0,0,0,0,0
steglitz,"Steglitz, Berlin",Möblierte Altbauwohnung in Steglitz,1400.0,75.0,2.0,1,1,1,0,0,0,0,0
biesdorf,"Weißenhöher Straße 50, Biesdorf, Berlin",Gepflegte Wohnung mit drei Zimmern und Balkon,1750.0,75.0,3.0,1,0,0,0,0,0,0,1
mitte,"Mitte (Ortsteil), Berlin",Geschmackvolle und geräumige Wohnung mit zwei Zimmern sowie Balkon und EBK in Berlin,2200.0,79.9,2.0,1,1,0,0,1,0,0,0
mitte,"Mollstraße 3, Mitte (Ortsteil), Berlin","Möblierte 3 Zimmer Wohnung direkt am Alexanderplatz, Berlin Mitte",2350.0,60.0,3.0,0,1,0,1,1,0,0,0
rosenthal,"Hauptstraße 154, Rosenthal, Berlin",Vollständig renovierte Wohnung mit zwei Zimmern und Balkon in Berlin,1450.0,68.0,2.0,1,0,1,0,0,0,0,0
hakenfelde,"Hakenfelde, Berlin",MODERESIERT IM BESCHAULICHEM SPANDAU,2380.0,114.0,3.0,1,1,1,0,0,0,0,0
köpenick,"Köpenick, Berlin",MODERNE MAISONETTE AN DER SPREE,2400.0,120.0,3.0,1,1,1,0,0,0,0,0
neu-hohenschönhausen,"Kröpeliner Str 1, Neu-Hohenschönhausen, Berlin",1-Zimmer-Wohnung in Berlin,650.0,28.0,1.0,0,0,1,0,0,0,0,0
gesundbrunnen,"Gottschedstraße 11B, Gesundbrunnen, Berlin",Erstbezug nach Sanierung: Schöne 2-Zimmer-Wohnung mit guter Ausstattung in Berlin Mitte,725.0,50.5,2.0,0,0,1,0,0,0,0,0
wilhelmsruh,"Lessingstr. 56, Wilhelmsruh, Berlin","Ruhige Erdgeschosswohnung mit hochwertiger EBK, Garten, Terrasse und Stellplatz-Erstbezug",1470.0,68.0,3.0,1,1,0,1,0,0,0,0
köpenick,"Am Maria-Jankowski-Park 4A, Köpenick, Berlin",Moderne 5-Zimmer-Wohnung mit Balkon am Maria-Jankowski-Park! TG-Stellplatz 1 Jahr gratis!,2388.0,125.56,5.0,1,1,1,0,0,0,0,0
wilmersdorf,"Bruchsalerstr. 17, Wilmersdorf, Berlin",3 Zimmer - Stilvolle Albauwohnung in ruhiger Lage,1750.0,95.39,3.0,1,0,1,0,0,0,0,0
neukölln,"Neukölln (Ortsteil), Berlin",KARL-MARX-STRAßE - WIRD NEU SANIERT - ARBEITEN & WOHNEN-***MIETVERTRAG BEFRISTET FÜR EIN JAHR***,1240.0,72.0,2.0,0,0,0,0,0,0,0,0
karlshorst,"Junker-Jörg-Str. 31, Karlshorst, Berlin",Schöne 3-Zimmer DG Wohnung in Karlshorst,1445.0,80.0,3.0,0,1,1,1,0,0,0,0
moabit,"Lehrter Straße 24E, Moabit, Berlin",Sonnig. Südloggia. Park gegenüber. HBF 8 Min  ... Sunny. Loggia south. Park opposite. Terminus 8 min,2390.0,85.0,3.0,1,1,0,1,0,0,0,0
steglitz,"Halskestr. 3, Steglitz, Berlin",*NEU* 2-Zimmerwohnung in Steglitz wartet auf passenden Mieter!,1234.0,61.6,2.0,0,0,0,0,0,0,0,0
mitte,"Mollstraße 3, Mitte (Ortsteil), Berlin",Equipped 3 room apartment in Mitte Berlin,2350.0,60.0,3.0,0,1,0,1,1,0,0,0
mitte,"Mitte (Ortsteil), Berlin",Design Apartment in Berlin Mitte/ fully furnished apartment,5500.0,130.38,4.0,1,1,0,0,0,0,1,0
adlershof,"Wassermannstr. 73, Adlershof, Berlin",Geräumige vollmöblierte Wohnung sucht Mieter!,1430.0,54.5,2.0,1,1,1,0,0,0,0,0
moabit,"George-Stephenson-Straße 8, Moabit, Berlin","George-Stephenson-Straße 8, 10557 Berlin",2400.0,99.0,3.0,1,1,1,0,0,0,0,0
siemensstadt,"Reissstr. 26, Siemensstadt, Berlin","Exklusive, sanierte 2-Zimmer-EG-Wohnung mit EBK in Berlin",1440.0,73.0,2.0,0,1,1,1,0,0,0,0
tegel,"Brunowstraße 52, Tegel, Berlin","Exklusive, geräumige 13-Zimmer-Wohnung in Berlin",11000.0,564.0,13.0,0,0,0,0,0,0,0,0
heiligensee,"Heiligensee, Berlin",4-Zim. Dachgeschoss-Maisonettewohnung in Zweifamilienhaus mit Garten 1 Jahr zur Untermiete,1985.0,112.0,4.0,1,1,0,1,0,0,0,0
prenzlauer berg,"Gleimstraße 51, Prenzlauer Berg, Berlin","Kunstvolle, teilmöblierte 2-Zimmer-Wohnung am Mauerpark (11.5 Monate befristet)",1625.0,51.0,2.0,1,1,0,0,0,0,0,0
charlottenburg,"Charlottenburg, Berlin",Traum 180qm große 4 Zimmer Penthouse Wohnung Charlottenburg unbefristet,3080.0,180.0,4.0,1,1,0,0,0,0,0,0
prenzlauer berg,"Gotlandstraße 10, Prenzlauer Berg, Berlin","Gotlandstraße 10, 10439 Berlin",2290.0,75.0,2.0,1,1,1,0,0,0,0,0
